DOI,Journal,Year,Material,Material_Class,Doping,Gas,DFT_Software,Functional,Adsorption_Energy_eV,Charge_Transfer_e,Adsorption_Distance_A,Bandgap_Before_eV,Bandgap_After_eV,Bandgap_Change_eV,WorkFunction_Before_eV,WorkFunction_After_eV,WorkFunction_Change_eV,Sensitivity,Selectivity,Response_Time,Recovery_Time,Detection_Limit
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (SeV),TMD,NA,NO2,VASP,GGA-PBE,-0.288,0.243,1.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (S/SeV),TMD,NA,NO2,VASP,GGA-PBE,-3.404,1.077,1.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (S/SeV),TMD,NA,NO2,VASP,GGA-PBE,-0.273,0.257,1.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe,TMD,NA,NO,VASP,GGA-PBE,-0.089,0.01,2.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe,TMD,NA,NO,VASP,GGA-PBE,-0.117,0.006,2.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (MoV),TMD,NA,NO,VASP,GGA-PBE,-0.164,-0.056,2.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (MoV),TMD,NA,NO,VASP,GGA-PBE,-0.435,0.038,1.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (SeV),TMD,NA,NO,VASP,GGA-PBE,-0.219,0.059,1.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (SeV),TMD,NA,NO,VASP,GGA-PBE,-2.788,0.915,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (S/SeV),TMD,NA,NO,VASP,GGA-PBE,-0.083,0.027,1.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (S/SeV),TMD,NA,NO,VASP,GGA-PBE,-2.894,1.058,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemosensors9080227,Chemosensors,2021,Ag-doped Graphene,2D Carbon,Ag,NO2,CASTEP,GGA-PBE,-2.209,-0.45,0.2224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemosensors9080227,Chemosensors,2021,Ag-doped Graphene,2D Carbon,Ag,NH3,CASTEP,GGA-PBE,-1.115,0.136,0.2295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemosensors9080227,Chemosensors,2021,Ag-doped Graphene,2D Carbon,Ag,H2O,CASTEP,GGA-PBE,-0.93,0.122,0.2297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemosensors9080227,Chemosensors,2021,Ag-doped Graphene,2D Carbon,Ag,CO2,CASTEP,GGA-PBE,-0.36,0.018,0.2626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemosensors9080227,Chemosensors,2021,Ag-doped Graphene,2D Carbon,Ag,CH4,CASTEP,GGA-PBE,-0.335,0.031,0.2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemosensors9080227,Chemosensors,2021,Ag-doped Graphene,2D Carbon,Ag,C2H6,CASTEP,GGA-PBE,-0.514,0.05,0.2395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2015.03.056,Applied Surface Science,2015,Co-anchored Graphene,2D Carbon,Co,CO,VASP,GGA-PBE,-0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2015.03.056,Applied Surface Science,2015,Co-anchored Graphene,2D Carbon,Co,NO,VASP,GGA-PBE,-1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2015.03.056,Applied Surface Science,2015,Co-anchored Graphene,2D Carbon,Co,SO2,VASP,GGA-PBE,-1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2015.03.056,Applied Surface Science,2015,Co-anchored Graphene,2D Carbon,Co,NH3,VASP,GGA-PBE,-1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2017.08.216,Applied Surface Science,2018,Fe-doped Graphene,2D Carbon,Fe,CO,Gaussian,PBE/Def2-SVP,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.apsusc.2017.08.216,Applied Surface Science,2018,Fe-doped Graphene,2D Carbon,Fe,SO2,Gaussian,PBE/Def2-SVP,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/s20143932,Sensors,2020,Zigzag Graphene Nanoribbon,2D Carbon,NA,NO,ATK-VNL,DFT (ATK),-0.273,-0.104,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/s20143932,Sensors,2020,Zigzag Graphene Nanoribbon,2D Carbon,NA,NO2,ATK-VNL,DFT (ATK),-0.225,0.04,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/s20143932,Sensors,2020,Zigzag Graphene Nanoribbon,2D Carbon,NA,NH3,ATK-VNL,DFT (ATK),-0.092,-0.018,3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/s20143932,Sensors,2020,ZGNR-O (epoxy),2D Carbon,O,NO,ATK-VNL,DFT (ATK),-0.318,0.132,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/s20143932,Sensors,2020,ZGNR-O (epoxy),2D Carbon,O,NO2,ATK-VNL,DFT (ATK),-0.212,0.031,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/s20143932,Sensors,2020,ZGNR-O (epoxy),2D Carbon,O,NH3,ATK-VNL,DFT (ATK),-0.124,-0.128,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/s20143932,Sensors,2020,ZGNR-OH (hydroxyl),2D Carbon,OH,NO,ATK-VNL,DFT (ATK),-0.641,-0.146,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/s20143932,Sensors,2020,ZGNR-OH (hydroxyl),2D Carbon,OH,NO2,ATK-VNL,DFT (ATK),-0.618,0.074,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/s20143932,Sensors,2020,ZGNR-OH (hydroxyl),2D Carbon,OH,NH3,ATK-VNL,DFT (ATK),-0.244,-0.137,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/s20143932,Sensors,2020,ZGNR-O-OH (epoxy+hydroxyl),2D Carbon,O+OH,NO,ATK-VNL,DFT (ATK),-0.625,-0.118,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/s20143932,Sensors,2020,ZGNR-O-OH (epoxy+hydroxyl),2D Carbon,O+OH,NO2,ATK-VNL,DFT (ATK),-0.953,0.092,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/s20143932,Sensors,2020,ZGNR-O-OH (epoxy+hydroxyl),2D Carbon,O+OH,NH3,ATK-VNL,DFT (ATK),-0.219,-0.141,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/s19092123,Sensors,2019,Few-Layer MoS2,2D TMDC,NA,NO2,VASP,GGA-PBE,-0.05,NA,3.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/s19092123,Sensors,2019,Few-Layer MoS2,2D TMDC,NA,NO2,VASP,GGA-PBE,-0.021,NA,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/s19092123,Sensors,2019,Few-Layer MoS2,2D TMDC,NA,NO2,VASP,GGA-PBE,-0.027,NA,3.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano11010100,Nanomaterials,2021,Ir-modified MoS2,2D TMDC,Ir,H2S,CASTEP,GGA-PBE,-2.323,0.286,1.583,2.088,0.398,-1.69,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano11010100,Nanomaterials,2021,Ir-modified MoS2,2D TMDC,Ir,SO2,CASTEP,GGA-PBE,-1.757,0.114,2.175,2.088,0.398,-1.69,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano11010100,Nanomaterials,2021,Ir-modified MoS2,2D TMDC,Ir,SOF2,CASTEP,GGA-PBE,-1.492,0.154,2.171,2.088,0.398,-1.69,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1H-HfS2,2D TMDC,NA,NH3,VASP,GGA-PBE+D3,-0.647,0.015,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1H-HfS2,2D TMDC,NA,NO2,VASP,GGA-PBE+D3,-0.456,-0.179,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1H-ZrS2,2D TMDC,NA,NH3,VASP,GGA-PBE+D3,-0.332,0.152,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1H-ZrS2,2D TMDC,NA,NO2,VASP,GGA-PBE+D3,-0.666,-0.199,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1H-HfSe2,2D TMDC,NA,NH3,VASP,GGA-PBE+D3,-0.199,0.045,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1H-HfSe2,2D TMDC,NA,NO2,VASP,GGA-PBE+D3,-0.399,-0.22,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1H-ZrSe2,2D TMDC,NA,NH3,VASP,GGA-PBE+D3,-0.518,0.081,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1H-ZrSe2,2D TMDC,NA,NO2,VASP,GGA-PBE+D3,-0.609,-0.309,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1H-HfTe2,2D TMDC,NA,NH3,VASP,GGA-PBE+D3,-0.208,0.033,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1H-HfTe2,2D TMDC,NA,NO2,VASP,GGA-PBE+D3,-0.965,-0.252,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1H-ZrTe2,2D TMDC,NA,NH3,VASP,GGA-PBE+D3,-0.208,0.009,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1H-ZrTe2,2D TMDC,NA,NO2,VASP,GGA-PBE+D3,-0.942,-0.622,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1T-HfS2,2D TMDC,NA,NH3,VASP,GGA-PBE+D3,-0.447,0.195,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1T-HfS2,2D TMDC,NA,NO2,VASP,GGA-PBE+D3,-0.204,-0.05,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1T-ZrS2,2D TMDC,NA,NH3,VASP,GGA-PBE+D3,-0.587,0.117,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1T-ZrS2,2D TMDC,NA,NO2,VASP,GGA-PBE+D3,-0.214,-0.132,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1T-HfSe2,2D TMDC,NA,NH3,VASP,GGA-PBE+D3,-0.191,0.128,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1T-HfSe2,2D TMDC,NA,NO2,VASP,GGA-PBE+D3,-0.279,-0.257,4.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1T-ZrSe2,2D TMDC,NA,NH3,VASP,GGA-PBE+D3,-0.345,0.033,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1T-ZrSe2,2D TMDC,NA,NO2,VASP,GGA-PBE+D3,-0.269,-0.14,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1T-HfTe2,2D TMDC,NA,NH3,VASP,GGA-PBE+D3,-0.198,0.053,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1T-HfTe2,2D TMDC,NA,NO2,VASP,GGA-PBE+D3,-0.667,-0.185,5.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1T-ZrTe2,2D TMDC,NA,NH3,VASP,GGA-PBE+D3,-0.166,0.018,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/nano10061215,Nanomaterials,2020,1T-ZrTe2,2D TMDC,NA,NO2,VASP,GGA-PBE+D3,-0.672,-0.619,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (1B),2D Carbon,B,NO,VASP,GGA-PBE,-0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (1B),2D Carbon,B,NO2,VASP,GGA-PBE,-0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (1B),2D Carbon,B,NH3,VASP,GGA-PBE,-0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (1B),2D Carbon,B,CO,VASP,GGA-PBE,-0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (1B),2D Carbon,B,CO2,VASP,GGA-PBE,-0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (1B),2D Carbon,B,H2O,VASP,GGA-PBE,-0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (1B),2D Carbon,B,SO2,VASP,GGA-PBE,-0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (1B),2D Carbon,B,H2,VASP,GGA-PBE,-0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-II),2D Carbon,B,NO,VASP,GGA-PBE,-0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-II),2D Carbon,B,NO2,VASP,GGA-PBE,-0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-II),2D Carbon,B,NH3,VASP,GGA-PBE,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-II),2D Carbon,B,CO,VASP,GGA-PBE,-0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-II),2D Carbon,B,CO2,VASP,GGA-PBE,-0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-II),2D Carbon,B,H2O,VASP,GGA-PBE,-0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-II),2D Carbon,B,SO2,VASP,GGA-PBE,-0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-II),2D Carbon,B,H2,VASP,GGA-PBE,-0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-III),2D Carbon,B,NO,VASP,GGA-PBE,-0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-III),2D Carbon,B,NO2,VASP,GGA-PBE,-0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-III),2D Carbon,B,NH3,VASP,GGA-PBE,-0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-III),2D Carbon,B,CO,VASP,GGA-PBE,-0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-III),2D Carbon,B,CO2,VASP,GGA-PBE,-0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-III),2D Carbon,B,H2O,VASP,GGA-PBE,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-III),2D Carbon,B,SO2,VASP,GGA-PBE,-0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (2B-III),2D Carbon,B,H2,VASP,GGA-PBE,-0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-II),2D Carbon,B,NO,VASP,GGA-PBE,-0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-II),2D Carbon,B,NO2,VASP,GGA-PBE,-0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-II),2D Carbon,B,NH3,VASP,GGA-PBE,-0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-II),2D Carbon,B,CO,VASP,GGA-PBE,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-II),2D Carbon,B,CO2,VASP,GGA-PBE,-0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-II),2D Carbon,B,H2O,VASP,GGA-PBE,-0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-II),2D Carbon,B,SO2,VASP,GGA-PBE,-0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-II),2D Carbon,B,H2,VASP,GGA-PBE,-0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-III),2D Carbon,B,NO,VASP,GGA-PBE,-1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-III),2D Carbon,B,NO2,VASP,GGA-PBE,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-III),2D Carbon,B,NH3,VASP,GGA-PBE,-0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-III),2D Carbon,B,CO,VASP,GGA-PBE,-0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-III),2D Carbon,B,CO2,VASP,GGA-PBE,-0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-III),2D Carbon,B,H2O,VASP,GGA-PBE,-0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-III),2D Carbon,B,SO2,VASP,GGA-PBE,-0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10.3390/chemengineering10030042,ChemEngineering,2026,Multi-B Graphene (3B-III),2D Carbon,B,H2,VASP,GGA-PBE,-0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
