material_absorber,absorber_band_gap_eV,phase,a_site,a2_site,b1_site,b2_site,x_site,heat_of_formation_eV_per_atom,gap_method,functional,gap_type,material_class,perovskite_family,record_type,source_doi,source_paper,chi_eV,chi_source
SnZrTlNbO6,3.199119137,,Sn,Tl,Zr,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6774,ml_plus_family_prior
SnZrTlTaO6,3.711956415,,Sn,Tl,Zr,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6303,ml_plus_family_prior
SnZrYAlO6,4.252384233,,Sn,Y,Zr,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5752,ml_plus_family_prior
SrGeAgNbO6,4.17527143,,Sr,Ag,Ge,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5784,ml_plus_family_prior
SrGeCaGeO6,2.594730579,,Sr,Ca,Ge,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8040,ml_plus_family_prior
SrGeCaSiO6,3.610404089,,Sr,Ca,Ge,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5959,ml_plus_family_prior
SrGeCaSnO6,3.176619834,,Sr,Ca,Ge,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6830,ml_plus_family_prior
SrGeCaTiO6,4.854383494,,Sr,Ca,Ge,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5712,ml_plus_family_prior
SrGeLaAlO6,5.326796507,,Sr,La,Ge,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5421,ml_plus_family_prior
SrGeLaGaO6,3.461904133,,Sr,La,Ge,Ga,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6724,ml_plus_family_prior
SrGeLaInO6,3.979319695,,Sr,La,Ge,In,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5623,ml_plus_family_prior
SrGeLiVO6,2.036765745,,Sr,Li,Ge,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8435,ml_plus_family_prior
SrGeMgTiO6,5.057554717,,Sr,Mg,Ge,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5542,ml_plus_family_prior
SrGeSnTiO6,3.278589306,,Sr,Sn,Ge,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7140,ml_plus_family_prior
SrGeYAlO6,5.805413062,,Sr,Y,Ge,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5213,ml_plus_family_prior
SrHfAgNbO6,4.176895192,,Sr,Ag,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5747,ml_plus_family_prior
SrHfAgTaO6,4.200189633,,Sr,Ag,Hf,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5746,ml_plus_family_prior
SrHfBaSnO6,6.263415327,,Sr,Ba,Hf,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5628,ml_plus_family_prior
SrHfBaTiO6,4.710168434,,Sr,Ba,Hf,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5659,ml_plus_family_prior
SrHfCaGeO6,6.746283956,,Sr,Ca,Hf,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5435,ml_plus_family_prior
SrHfCaSiO6,7.294961255,,Sr,Ca,Hf,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.4729,ml_plus_family_prior
SrHfCaSnO6,6.436087606,,Sr,Ca,Hf,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5642,ml_plus_family_prior
SrHfCaTiO6,5.06131937,,Sr,Ca,Hf,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5714,ml_plus_family_prior
SrHfCsNbO6,4.252232394,,Sr,Cs,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5746,ml_plus_family_prior
SrHfCsVO6,1.925412534,,Sr,Cs,Hf,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8538,ml_plus_family_prior
SrHfGaNbO6,2.752638628,,Sr,Ga,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7272,ml_plus_family_prior
SrHfGaTaO6,3.492686975,,Sr,Ga,Hf,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6707,ml_plus_family_prior
SrHfInNbO6,1.472787671,,Sr,In,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8394,ml_plus_family_prior
SrHfInTaO6,2.142406138,,Sr,In,Hf,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8052,ml_plus_family_prior
SrHfKNbO6,4.334239422,,Sr,K,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5789,ml_plus_family_prior
SrHfKSbO6,5.652959022,,Sr,K,Hf,Sb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5244,ml_plus_family_prior
SrHfLaAlO6,7.008201642,,Sr,La,Hf,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.4637,ml_plus_family_prior
SrHfLaGaO6,7.241445283,,Sr,La,Hf,Ga,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.4721,ml_plus_family_prior
SrHfLaInO6,6.550766008,,Sr,La,Hf,In,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5381,ml_plus_family_prior
SrHfLiNbO6,4.705854233,,Sr,Li,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5687,ml_plus_family_prior
SrHfLiVO6,1.971766171,,Sr,Li,Hf,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8533,ml_plus_family_prior
SrHfMgTiO6,5.499077752,,Sr,Mg,Hf,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5409,ml_plus_family_prior
SrHfMgZrO6,7.474759963,,Sr,Mg,Hf,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.4516,ml_plus_family_prior
SrHfNaNbO6,4.417036691,,Sr,Na,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5794,ml_plus_family_prior
SrHfNaSbO6,5.945060913,,Sr,Na,Hf,Sb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5376,ml_plus_family_prior
SrHfNaVO6,1.95911547,,Sr,Na,Hf,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8533,ml_plus_family_prior
SrHfPbHfO6,5.913216316,,Sr,Pb,Hf,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5403,ml_plus_family_prior
SrHfPbTiO6,4.806805346,,Sr,Pb,Hf,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5707,ml_plus_family_prior
SrHfPbZrO6,5.85190613,,Sr,Pb,Hf,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5465,ml_plus_family_prior
SrHfRbNbO6,4.283633554,,Sr,Rb,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5746,ml_plus_family_prior
SrHfSnHfO6,5.167009671,,Sr,Sn,Hf,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5924,ml_plus_family_prior
SrHfSnTiO6,3.490516735,,Sr,Sn,Hf,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7036,ml_plus_family_prior
SrHfSnZrO6,5.142678923,,Sr,Sn,Hf,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6037,ml_plus_family_prior
SrHfSrGeO6,6.492423051,,Sr,Sr,Hf,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5438,ml_plus_family_prior
SrHfSrSiO6,7.274729675,,Sr,Sr,Hf,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.4711,ml_plus_family_prior
SrHfSrSnO6,6.398151683,,Sr,Sr,Hf,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5628,ml_plus_family_prior
SrHfSrTiO6,4.808535196,,Sr,Sr,Hf,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5673,ml_plus_family_prior
SrHfSrZrO6,6.587499549,,Sr,Sr,Hf,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5448,ml_plus_family_prior
SrHfTlNbO6,2.789967739,,Sr,Tl,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8396,ml_plus_family_prior
SrHfTlTaO6,3.537462784,,Sr,Tl,Hf,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6495,ml_plus_family_prior
SrHfYAlO6,7.85475225,,Sr,Y,Hf,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.4637,ml_plus_family_prior
SrSiAgNbO6,3.735156221,,Sr,Ag,Si,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5905,ml_plus_family_prior
SrSiCaGeO6,3.591819082,,Sr,Ca,Si,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5959,ml_plus_family_prior
SrSiCaSiO6,5.791606342,,Sr,Ca,Si,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5346,ml_plus_family_prior
SrSiCaSnO6,3.879590944,,Sr,Ca,Si,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6203,ml_plus_family_prior
SrSiCaTiO6,4.490676552,,Sr,Ca,Si,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5591,ml_plus_family_prior
SrSiLaAlO6,7.781253229,,Sr,La,Si,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.4634,ml_plus_family_prior
SrSiLaGaO6,5.025059286,,Sr,La,Si,Ga,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5622,ml_plus_family_prior
SrSiLaInO6,5.1817765,,Sr,La,Si,In,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5561,ml_plus_family_prior
SrSiLiNbO6,4.200926152,,Sr,Li,Si,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5690,ml_plus_family_prior
SrSiLiVO6,1.55928847,,Sr,Li,Si,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8783,ml_plus_family_prior
SrSiMgTiO6,5.003049204,,Sr,Mg,Si,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5368,ml_plus_family_prior
SrSiSnTiO6,2.61479547,,Sr,Sn,Si,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8640,ml_plus_family_prior
SrSiSrGeO6,3.06110138,,Sr,Sr,Si,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6449,ml_plus_family_prior
SrSiSrSnO6,3.529644563,,Sr,Sr,Si,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6933,ml_plus_family_prior
SrSiSrTiO6,4.387038008,,Sr,Sr,Si,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5706,ml_plus_family_prior
SrSiYAlO6,8.103995713,,Sr,Y,Si,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.4634,ml_plus_family_prior
SrSnAgNbO6,4.236154672,,Sr,Ag,Sn,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6012,ml_plus_family_prior
SrSnCaGeO6,2.579727765,,Sr,Ca,Sn,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8298,ml_plus_family_prior
SrSnCaSiO6,3.848751305,,Sr,Ca,Sn,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6203,ml_plus_family_prior
SrSnCaSnO6,3.697927802,,Sr,Ca,Sn,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6261,ml_plus_family_prior
SrSnCaTiO6,4.770072455,,Sr,Ca,Sn,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5936,ml_plus_family_prior
