material_absorber,absorber_band_gap_eV,phase,a_site,a2_site,b1_site,b2_site,x_site,heat_of_formation_eV_per_atom,gap_method,functional,gap_type,material_class,perovskite_family,record_type,source_doi,source_paper,chi_eV,chi_source
RbTaPbHfO6,5.152195244,,Rb,Pb,Ta,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5663,ml_plus_family_prior
RbTaPbTiO6,3.863966354,,Rb,Pb,Ta,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5971,ml_plus_family_prior
RbTaPbZrO6,5.061727768,,Rb,Pb,Ta,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5794,ml_plus_family_prior
RbTaRbNbO6,3.324907538,,Rb,Rb,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7069,ml_plus_family_prior
RbTaSnHfO6,4.788507051,,Rb,Sn,Ta,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5968,ml_plus_family_prior
RbTaSnTiO6,3.187687673,,Rb,Sn,Ta,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6706,ml_plus_family_prior
RbTaSnZrO6,4.738259487,,Rb,Sn,Ta,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5983,ml_plus_family_prior
RbTaSrGeO6,4.886605861,,Rb,Sr,Ta,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5630,ml_plus_family_prior
RbTaSrHfO6,5.101717351,,Rb,Sr,Ta,Hf,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5732,ml_plus_family_prior
RbTaSrSiO6,4.925639137,,Rb,Sr,Ta,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5538,ml_plus_family_prior
RbTaSrSnO6,5.339337693,,Rb,Sr,Ta,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5929,ml_plus_family_prior
RbTaSrTiO6,3.820417026,,Rb,Sr,Ta,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5940,ml_plus_family_prior
RbTaSrZrO6,5.004836343,,Rb,Sr,Ta,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5640,ml_plus_family_prior
RbTaTlNbO6,1.755690239,,Rb,Tl,Ta,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8806,ml_plus_family_prior
RbTaTlTaO6,2.236308333,,Rb,Tl,Ta,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8339,ml_plus_family_prior
RbTaYAlO6,5.611690741,,Rb,Y,Ta,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5063,ml_plus_family_prior
SnHfAgNbO6,3.209983605,,Sn,Ag,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6866,ml_plus_family_prior
SnHfBaSnO6,5.174115888,,Sn,Ba,Hf,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5924,ml_plus_family_prior
SnHfBaTiO6,4.117569876,,Sn,Ba,Hf,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6025,ml_plus_family_prior
SnHfCaGeO6,4.190195999,,Sn,Ca,Hf,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6072,ml_plus_family_prior
SnHfCaSiO6,4.879451562,,Sn,Ca,Hf,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5854,ml_plus_family_prior
SnHfCaSnO6,3.946579171,,Sn,Ca,Hf,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6036,ml_plus_family_prior
SnHfCaTiO6,3.352056245,,Sn,Ca,Hf,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7198,ml_plus_family_prior
SnHfCsVO6,1.553908766,,Sn,Cs,Hf,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.9055,ml_plus_family_prior
SnHfGaNbO6,2.680932059,,Sn,Ga,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7505,ml_plus_family_prior
SnHfGaTaO6,3.434604475,,Sn,Ga,Hf,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6858,ml_plus_family_prior
SnHfInNbO6,1.463743255,,Sn,In,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8685,ml_plus_family_prior
SnHfKNbO6,4.033855052,,Sn,K,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5894,ml_plus_family_prior
SnHfLaAlO6,4.926783336,,Sn,La,Hf,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5598,ml_plus_family_prior
SnHfLaGaO6,4.783226641,,Sn,La,Hf,Ga,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5950,ml_plus_family_prior
SnHfLaInO6,4.45984096,,Sn,La,Hf,In,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5945,ml_plus_family_prior
SnHfLiNbO6,3.257029919,,Sn,Li,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6934,ml_plus_family_prior
SnHfLiVO6,0.650198371,,Sn,Li,Hf,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.9271,ml_plus_family_prior
SnHfMgTiO6,3.126042499,,Sn,Mg,Hf,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6676,ml_plus_family_prior
SnHfNaNbO6,3.140093285,,Sn,Na,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6779,ml_plus_family_prior
SnHfNaSbO6,4.99990274,,Sn,Na,Hf,Sb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5916,ml_plus_family_prior
SnHfNaVO6,1.483239949,,Sn,Na,Hf,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.9113,ml_plus_family_prior
SnHfPbTiO6,3.974059783,,Sn,Pb,Hf,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6043,ml_plus_family_prior
SnHfRbNbO6,4.012968027,,Sn,Rb,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5894,ml_plus_family_prior
SnHfSnTiO6,3.527115883,,Sn,Sn,Hf,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7009,ml_plus_family_prior
SnHfSnZrO6,3.970705007,,Sn,Sn,Hf,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6070,ml_plus_family_prior
SnHfSrGeO6,5.080946049,,Sn,Sr,Hf,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6083,ml_plus_family_prior
SnHfSrSiO6,4.896460123,,Sn,Sr,Hf,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5844,ml_plus_family_prior
SnHfSrSnO6,5.171032937,,Sn,Sr,Hf,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5924,ml_plus_family_prior
SnHfSrTiO6,4.144891869,,Sn,Sr,Hf,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6025,ml_plus_family_prior
SnHfTlNbO6,2.709728065,,Sn,Tl,Hf,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8718,ml_plus_family_prior
SnHfYAlO6,4.336146837,,Sn,Y,Hf,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5757,ml_plus_family_prior
SnTiYAlO6,2.700036899,,Sn,Y,Ti,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7519,ml_plus_family_prior
SnZrAgNbO6,3.229537258,,Sn,Ag,Zr,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6829,ml_plus_family_prior
SnZrBaSnO6,5.135553587,,Sn,Ba,Zr,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6028,ml_plus_family_prior
SnZrBaTiO6,4.111540315,,Sn,Ba,Zr,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6045,ml_plus_family_prior
SnZrCaGeO6,4.991572731,,Sn,Ca,Zr,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5981,ml_plus_family_prior
SnZrCaSiO6,4.77896532,,Sn,Ca,Zr,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5930,ml_plus_family_prior
SnZrCaSnO6,5.126303777,,Sn,Ca,Zr,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6030,ml_plus_family_prior
SnZrCaTiO6,3.430578699,,Sn,Ca,Zr,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6963,ml_plus_family_prior
SnZrCaZrO6,4.884594323,,Sn,Ca,Zr,Zr,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5907,ml_plus_family_prior
SnZrCsVO6,1.579963591,,Sn,Cs,Zr,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8415,ml_plus_family_prior
SnZrGaNbO6,2.679548904,,Sn,Ga,Zr,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7227,ml_plus_family_prior
SnZrGaTaO6,3.407617962,,Sn,Ga,Zr,Ta,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6957,ml_plus_family_prior
SnZrInNbO6,1.473774385,,Sn,In,Zr,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8298,ml_plus_family_prior
SnZrKNbO6,4.021001601,,Sn,K,Zr,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5914,ml_plus_family_prior
SnZrKSbO6,4.839100803,,Sn,K,Zr,Sb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5995,ml_plus_family_prior
SnZrLaAlO6,4.858929864,,Sn,La,Zr,Al,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5721,ml_plus_family_prior
SnZrLaGaO6,4.692095969,,Sn,La,Zr,Ga,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5963,ml_plus_family_prior
SnZrLaInO6,4.423128282,,Sn,La,Zr,In,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6060,ml_plus_family_prior
SnZrLiNbO6,3.330009183,,Sn,Li,Zr,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.7199,ml_plus_family_prior
SnZrLiVO6,1.496601007,,Sn,Li,Zr,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8491,ml_plus_family_prior
SnZrMgTiO6,3.24826497,,Sn,Mg,Zr,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6766,ml_plus_family_prior
SnZrNaNbO6,3.218716099,,Sn,Na,Zr,Nb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6829,ml_plus_family_prior
SnZrNaSbO6,4.940578625,,Sn,Na,Zr,Sb,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5905,ml_plus_family_prior
SnZrNaVO6,1.507160671,,Sn,Na,Zr,V,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.8490,ml_plus_family_prior
SnZrPbTiO6,3.968205092,,Sn,Pb,Zr,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6059,ml_plus_family_prior
SnZrSnTiO6,3.745150863,,Sn,Sn,Zr,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6278,ml_plus_family_prior
SnZrSrGeO6,5.012190275,,Sn,Sr,Zr,Ge,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5976,ml_plus_family_prior
SnZrSrSiO6,4.792990418,,Sn,Sr,Zr,Si,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.5920,ml_plus_family_prior
SnZrSrSnO6,5.135155814,,Sn,Sr,Zr,Sn,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6028,ml_plus_family_prior
SnZrSrTiO6,4.137110462,,Sn,Sr,Zr,Ti,O,,DFT_GLLBSC_gap,GLLB-SC,fundamental_quasiparticle,oxide_double_perovskite_absorber,A2BBprimeO6_oxide_double_perovskite,absorber_only,10.1038/srep19375,"Pilania et al. Sci Rep 6, 19375 (2016) — GLLB-SC double perovskite gaps",3.6045,ml_plus_family_prior
